data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6876219,434,LBY9238,9238,21-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,17,Northern Africa,Libya,Aljfara,Aljfara,,Al-Swani,32.7133,13.0722,1,Libya24; Libya Observer; Al Wasat (Libya),National,On 21 February 2020 presumed LNA forces shelled a residential area in Al-Swani and wounded three members from the same family.,0,1582579319,LBY
6876580,434,LBY9240,9240,21-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Libya),Tuareg Ethnic Group (Libya); Labour Group (Libya); Students (Libya),6,,,0,60,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Libya EN,Other,On 21 February 2020 Tuareg activists led a demonstration including residents students activists and notables in Sebha demanding citizen rights and denouncing discrimination. [size=no report],0,1582579320,LBY
6876582,434,LBY9251,9251,20-Feb-20,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,Tripoli,Tripoli,,Ayn Zarah,32.8133,13.2697,1,Libya24,National,On 20 February 2020 LNA and GNA forces reportedly clashed in Ayn Zarah one GNA fighter killed.,1,1582579320,LBY
6876220,434,LBY9239,9239,19-Feb-20,2020,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Libya),,3,Civilians (Libya),Labour Group (Libya),7,37,Northern Africa,Libya,Aljfara,Aljfara,,Janzur,32.8187,13.0173,1,Al Wasat (Libya); Akhbar Libya; Reuters,National-International,On 19 February 2020 an armed group reportedly seized hundred twenty-five camels imported from Australia by a local merchant while he was herding the flock through Janzur while travelling between Tripoli and Zawiyah after the camels were evacuated from the Tripoli port following an artillery attack by LNA forces.,0,1582579319,LBY
6876221,434,LBY9241,9241,19-Feb-20,2020,2,Strategic developments,Disrupted weapons use,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,Tripoli,Tripoli,,Ayn Zarah,32.8133,13.2697,1,Libya EN; Libya24,Other-National,Reported on 19 February 2020 LNA claimed to have shot down a GNA-operated Turkish drone in Ayn Zarah.,0,1582579319,LBY
6876583,434,LBY9250,9250,19-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,11,Northern Africa,Libya,Aljfara,Aljfara,,Wadi al-Rabi,32.7236,13.2553,2,Libya24,National,On 19 February 2020 GNA forces reportedly destroyed an LNA operations room at the Wadi al-Rabi bridge near Wadi al-Rabi. No casualties reported.,0,1582579320,LBY
6876584,434,LBY9245,9245,19-Feb-20,2020,2,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,,,0,10,Northern Africa,Libya,Tripoli,Tripoli,,Ayn Zarah,32.8133,13.2697,1,Libya24,National,As reported on 19 February 2020 GNA forces shelled unspecified targets in Ayn Zarah no casualties reported.,0,1582579320,LBY
6876585,434,LBY9246,9246,19-Feb-20,2020,2,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,,,0,10,Northern Africa,Libya,Aljfara,Aljfara,,Qasr Bin Ghashr,32.6878,13.1739,1,Libya24,National,As reported on 19 February 2020 GNA forces shelled unspecified targets in Qasr Bin Ghashr no casualties reported.,0,1582579320,LBY
6876586,434,LBY9247,9247,19-Feb-20,2020,2,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,,,0,10,Northern Africa,Libya,Aljfara,Aljfara,,Wadi al-Rabi,32.7236,13.2553,1,Libya24,National,As reported on 19 February 2020 GNA forces shelled unspecified targets in Wadi al-Rabi no casualties reported.,0,1582579320,LBY
6876338,434,LBY9242,9242,19-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,,,0,30,Northern Africa,Libya,Tripoli,Tripoli,,Tripoli Airport Road,32.7549,13.1427,1,Akhbar Libya,National,On 19 February 2020 a shell fired by an unknown armed group damaged a gas tank at the tank farm of the Brega Oil Company on the Tripoli Airport Road. No casualties reported.,0,1582579319,LBY
